Day;Line;Direction;Stop name;Stop id;Theorical arrival time;Arrival time delay;Departure time delay
2022-08-12;SEM:15;Verdun Prefect.;Saint-Martin-d'Hères, Champ Roman;SEM:1550;1660335527;0;83
2022-08-12;SEM:15;Verdun Prefect.;Saint-Martin-d'Hères, Champ Roman;SEM:1550;1660337327;0;-15
2022-08-12;SEM:15;Verdun Prefect.;Saint-Martin-d'Hères, Clinique Belledonne;SEM:0910;1660335600;0;102
2022-08-12;SEM:15;Verdun Prefect.;Saint-Martin-d'Hères, Clinique Belledonne;SEM:0910;1660337400;0;0
2022-08-12;SEM:15;Verdun Prefect.;Saint-Martin-d'Hères, Neyrpic - Belledonne;SEM:0911;1660335682;0;102
2022-08-12;SEM:15;Verdun Prefect.;Saint-Martin-d'Hères, Neyrpic - Belledonne;SEM:0911;1660337468;0;1
2022-08-12;SEM:15;Verdun Prefect.;Saint-Martin-d'Hères, Péri - Brossolette;SEM:0912;1660334222;0;36
2022-08-12;SEM:15;Verdun Prefect.;Saint-Martin-d'Hères, Péri - Brossolette;SEM:0912;1660337551;0;1
2022-08-12;SEM:15;Verdun Prefect.;Saint-Martin-d'Hères, Péri - Brossolette;SEM:0912;1660335782;0;101
2022-08-12;SEM:15;Verdun Prefect.;Grenoble, Flandrin - Valmy;SEM:4025;1660334400;0;36
2022-08-12;SEM:15;Verdun Prefect.;Grenoble, Flandrin - Valmy;SEM:4025;1660335960;0;99
2022-08-12;SEM:15;Verdun Prefect.;Grenoble, Bir Hakeim;SEM:0785;1660334576;0;30
2022-08-12;SEM:15;Verdun Prefect.;Grenoble, Bir Hakeim;SEM:0785;1660336136;0;99
2022-08-12;SEM:15;Chenevieres;Grenoble, Verdun - Préfecture;SEM:4027;1660334700;0;36
2022-08-12;SEM:15;Les Arnauds;Grenoble, Verdun - Préfecture;SEM:4027;1660336260;0;99
2022-08-12;SEM:15;Chenevieres;Grenoble, Bir Hakeim;SEM:0786;1660334786;0;16
2022-08-12;SEM:15;Les Arnauds;Grenoble, Bir Hakeim;SEM:0786;1660336324;0;100
2022-08-12;SEM:15;Chenevieres;Grenoble, Flandrin - Valmy;SEM:4026;1660334940;0;15
2022-08-12;SEM:15;Les Arnauds;Grenoble, Flandrin - Valmy;SEM:4026;1660336440;0;99
2022-08-12;SEM:15;Chenevieres;Saint-Martin-d'Hères, Péri - Brossolette;SEM:0537;1660335097;0;15
2022-08-12;SEM:15;Les Arnauds;Saint-Martin-d'Hères, Péri - Brossolette;SEM:0537;1660336598;0;100
2022-08-12;SEM:15;Chenevieres;Saint-Martin-d'Hères, Neyrpic - Belledonne;SEM:0536;1660335164;0;15
2022-08-12;SEM:15;Les Arnauds;Saint-Martin-d'Hères, Neyrpic - Belledonne;SEM:0536;1660336666;0;100
2022-08-12;SEM:15;Chenevieres;Saint-Martin-d'Hères, Clinique Belledonne;SEM:0909;1660335240;0;12
2022-08-12;SEM:15;Les Arnauds;Saint-Martin-d'Hères, Clinique Belledonne;SEM:0909;1660336740;0;100
2022-08-12;SEM:15;Chenevieres;Saint-Martin-d'Hères, Champ Roman;SEM:1277;1660335337;0;13
2022-08-12;SEM:15;Les Arnauds;Saint-Martin-d'Hères, Champ Roman;SEM:1277;1660336837;0;101
2022-08-12;SEM:15;Les Arnauds;Saint-Martin-d'Hères, Porte du Grésivaudan;SEM:1864;1660334169;0;65
2022-08-12;SEM:15;Les Arnauds;Saint-Martin-d'Hères, Porte du Grésivaudan;SEM:1864;1660336958;0;101
2022-08-12;SEM:15;Chenevieres;Saint-Martin-d'Hères, Porte du Grésivaudan;SEM:1864;1660335458;0;13
2022-08-12;SEM:15;Les Arnauds;Gières, Le Sonnant;SEM:0533;1660334238;0;64
2022-08-12;SEM:15;Les Arnauds;Gières, Le Sonnant;SEM:0533;1660337018;0;101
2022-08-12;SEM:15;Chenevieres;Gières, Le Sonnant;SEM:0533;1660335518;0;13
2022-08-12;SEM:15;Les Arnauds;Gières, Edelweiss;SEM:0334;1660334326;0;64
2022-08-12;SEM:15;Les Arnauds;Gières, Edelweiss;SEM:0334;1660337095;0;101
2022-08-12;SEM:15;Chenevieres;Gières, Edelweiss;SEM:0334;1660335595;0;13
2022-08-12;SEM:15;Les Arnauds;Gières, Place de la République;SEM:1565;1660334400;0;63
2022-08-12;SEM:15;Les Arnauds;Gières, Place de la République;SEM:1565;1660337160;0;100
2022-08-12;SEM:15;Chenevieres;Gières, Place de la République;SEM:1565;1660335660;0;12
2022-08-12;SEM:15;Les Arnauds;Gières, Pied de Gières;SEM:0045;1660334467;0;63
2022-08-12;SEM:15;Les Arnauds;Gières, Pied de Gières;SEM:0045;1660337227;0;100
2022-08-12;SEM:15;Chenevieres;Gières, Pied de Gières;SEM:0045;1660335727;0;12
2022-08-12;SEM:15;Les Arnauds;Gières, Champrondet;SEM:0331;1660334520;0;64
2022-08-12;SEM:15;Les Arnauds;Gières, Champrondet;SEM:0331;1660337280;0;101
